Year,"All Majors","Accounting and Actuarial Science","Advertising and Public Relations","Aerospace Engineering","Agricultural Economics","Animal Sciences","Anthropology and Archeology","Architecture","Area, Ethnic, and Civilization Studies","Art and Music Education","Art History and Criticism","Associates Degree","Biochemistry and Molecular Biology","Biological, Biomedical, and Environmental Engineering","Biology","Botany, Ecology, and Zoology","Business Management and Administration","Chemical Engineering","Chemistry","Civil Engineering","Commercial Art and Graphic Design","Communication Technologies","Communications","Composition and Speech","Computer Engineering","Computer Science","Construction Services","Criminology and Criminal Justice","Drama and Theater Arts","Early Childhood Education","Earth and Other Physical Sciences","Economics","Electrical Engineering","Elementary Education","Energy and Extraction Engineering","Engineering Technologies","English Language and Literature","Environment and Natural Resources","Family and Consumer Sciences","Film, Video and Photographic Arts","Finance","Fine and Studio Arts","General Agriculture","General Education","General Engineering","Geography","Health and Medical Administration","High School Degree or GED","History","Hospitality Management","Human Resources and Personnel Management","Industrial and Manufacturing Engineering","International Business and Business Economics","International Relations","Journalism","Language and Drama Education","Liberal Arts","Linguistics and Foreign Languages","Marketing and Marketing Research","Mass Media","Math and Science Teacher Education","Mathematics and Statistics","Mechanical Engineering","Medical Technologies and Assistance","Microbiology, Physiology, Genetics, and Neuroscience","Multidisciplinary Science","Music","Nursing","Operations and Logistics","Philosophy and Religious Studies","Physical and Health Education Teaching","Physical Fitness, Nutrition, and Sports Studies","Physics","Political Science and Government","Production and Transportation Technologies","Psychology","Public Administration and Policy","Secondary Teacher Education","Social Science or History Teacher Education","Social Work","Sociology","Some College, No Degree","Some High School","Special Needs Education","Theology and Religious Vocations","Treatment Therapy Professions"
14,35288.06878336532,54275.498534739636,34207.62885603544,134795.01834067606,40968.553071081486,24354.969658081423,12323.686421621236,38147.64185335024,20102.709797779244,11402.959348610359,16030.891376215954,12323.686421621236,39914.37212081781,86496.13168827936,29235.772536999066,17874.714944581996,41328.06273813214,176908.68807637648,43709.668754457234,87763.42141299273,25693.41043959113,32841.989261155584,33845.55013531421,11824.250241464844,159494.1058176869,79255.88498260829,87593.15134512998,29305.748819423847,10358.420209244277,14532.773135829977,36021.125948936846,88373.04041628068,138261.23657039634,14216.846660056282,162855.80640678815,50532.46597503912,16580.706616436637,22493.032692710643,15619.843078428672,14401.328326605599,60669.48246371693,9865.15914689474,31939.477252614586,16431.58448299898,108391.25454321699,39494.842857629345,23641.765028919155,6244.002414040092,25741.406195004078,32592.355630096747,39663.53630441617,134260.80130932646,47881.60576308829,43811.094816733326,29870.30815989574,13269.0517077112,13393.030521302542,17112.0755890311,47073.74376604892,21684.17446917765,24484.561916613377,43585.7529082558,131809.84057029523,33866.747876062225,34029.819683719434,34723.45066545518,10762.69183405801,61693.46591618996,66927.061897286,19876.954828343034,9591.274436097834,18780.82355198226,80014.77408658178,37765.64708436998,43262.86083005606,14797.74648285411,28721.838934609295,15784.260845041184,12323.686421621236,12130.811286027018,21942.99747123955,8095.259836463099,4929.475344899694,25274.38198730362,12130.811286027018,22098.355317279456
15,36937.12719454228,55902.93503839026,35936.33604646752,147567.26283550134,42841.22958293713,26015.405455772856,14023.257246841544,39979.84451013437,21985.289061418884,11174.900161638152,15710.273548691634,12077.21269318881,41986.64614366558,87507.89328881903,30995.711284383906,17517.22064569036,42934.642324328954,187583.2701003902,45455.14833975104,98239.26434392617,27166.731462668427,34547.936919653286,35391.934284376985,13654.5406283298,171257.7837631495,89576.55366560374,88987.94973222897,31110.090047053713,10151.251805059392,14242.117673113376,37864.944523865124,98185.30148873993,149620.51908588008,13932.509726855156,172580.5760437006,52470.02891425486,18245.34829636339,24340.347240813862,15307.446216860099,16175.803225171003,62599.190002058065,9667.855963956847,33339.675169228416,16102.952793339,118436.67474944687,40961.852977962066,25307.43385038643,6119.12236575929,27437.346393905915,34034.88512326622,41135.39522073472,143474.69368833862,49677.91236771043,45534.396084400774,31592.223122584997,13003.670673556975,15185.887252306853,18736.33525784767,48800.78345404923,23288.401582597748,23994.87067828111,45681.061540738214,142584.673330488,35343.368787198684,35795.23772678846,36653.05814578608,10547.43799737685,62972.179189925875,77647.41246357838,21620.4172182546,9399.448947375877,20485.435718280285,90138.22795277674,39782.94568148414,54041.32916614085,14501.791553197027,30168.317798699652,15468.575628140361,12077.21269318881,11888.195060306478,23534.32085804976,7933.354639733837,4830.8858380017,24768.894347557547,11888.195060306478,23993.50634958731
16,38536.698692277976,57472.262818399824,37529.10663822035,160343.69606530573,44419.40545185803,27545.886062368416,13742.792101904713,41737.13763604175,23522.66210549558,10951.402158405388,15396.0680777178,11835.668439325034,44162.7835401148,88121.2269934016,32731.684557830587,19084.612086264802,44561.60899213054,197602.3573597994,47054.6860193366,108775.53160385758,28599.887321320704,36311.38587338135,36880.15068670893,15378.967346899473,182224.20557458315,99550.4713944218,90291.91880860698,32915.64875115894,9948.226768958204,13957.27531965111,39955.52723077695,107727.47021496379,160554.86565502174,13653.859532318054,182304.31352882605,54236.381127628534,19834.108368564655,26091.411345815683,15001.297292522897,17891.68802586178,64427.441481848386,9474.49884467771,34782.23818413152,15780.89373747222,127463.71593554139,42365.06765776602,26943.08715169141,5996.739918444104,29130.69523995918,35378.04326706273,42533.68514467074,152584.4359629429,51223.711284393685,47059.791872779155,33237.41669653583,12743.597260085837,16922.003993326813,18361.608552690715,50425.725434831074,24819.785833788414,23514.97326471549,47652.59966071112,152873.13970908723,36731.87599926032,37447.38202083905,38428.30157564296,10336.489237429312,64230.91121342786,88377.77330232483,23129.87804024306,11137.85758154184,22171.531908302568,91423.43477968249,41674.80643252504,64523.683924971585,14211.755722133086,31574.039164575675,17048.47198093088,11835.668439325034,11650.431159100348,25024.608371992945,7774.687546939161,4734.268121241666,24273.516460606395,11650.431159100348,25709.69131061505
17,40075.515823686925,59027.07869097195,38901.91155929492,172443.80434515528,45833.9067260968,28948.30688410419,13467.936259866618,43535.49570216711,24947.471428566747,10732.37411523728,15088.146716163443,11598.955070538532,46237.240069278254,89017.07282222784,34426.27819201812,18702.9198445395,46135.14340180753,207045.57056161558,48520.15673038149,118745.46003366091,29950.60942648834,37808.35708309078,38353.142668009204,16961.133845875225,193069.7904328348,109342.35340385715,100411.49542494434,34679.26391772237,9749.262233579038,13678.129813258085,41927.46783896357,117165.02392459866,171171.1308258326,13380.782341671691,191456.35985143407,55891.01842296065,21422.794476225787,27762.69667604822,14701.271346672436,19488.810944420675,74251.98169332503,9285.008867784154,36250.496763878284,15465.275862722774,127899.11081716727,43766.92918415958,28503.19133839596,5876.805120075221,30747.538765077228,36679.52236816188,43982.726802910176,161735.8840782799,52759.0120664296,48600.6726204371,34868.58171995365,12488.725314884117,18501.039847226722,19865.715003326626,51952.24673182091,26280.599332365728,23044.673799421176,49541.24476121923,162773.84186854304,38107.13987660781,38876.37437436898,40046.66914032772,10129.759452680724,65405.72638465272,98905.35176149062,22667.280479438195,12813.165580216464,23769.39673425453,101547.52500573841,43629.18161715157,75180.83719153934,13927.520607690423,32829.76595791527,16707.502541312264,13520.279079646027,11417.42253591834,26460.102732056912,7619.193796000376,4639.582758816832,23788.046131394265,11417.42253591834,27388.08904685432
18,41551.796142087784,60454.89403667805,40151.1594598364,183131.3640336612,47136.667750396424,30243.725124805427,13198.577534669284,45231.39119363897,26347.066506391817,10517.726632932534,14786.383781840173,11366.975969127761,56858.29678462763,89758.09922489263,35995.99349242082,20264.96195463213,47682.82813570391,216788.0476574341,49955.98137733165,128371.53747084987,31193.41721847398,39370.53603169513,39766.85843506971,18679.79843439048,203360.14441809134,118892.63569876096,110344.89916864794,36395.1583015988,9554.276988907457,13404.567216992922,43664.52992125922,126672.26990200936,181351.81106057324,13113.166694838255,200631.6264291205,57521.2074544334,22927.446810592974,29356.254613829977,14407.245919738987,21178.136801489727,75738.98190450184,9099.30869042847,37630.0729963952,15155.970345468317,128226.9052096168,45206.61570753607,30072.488689357324,5759.269017673716,32369.64534839482,37847.74950136388,45397.018140808774,170366.33401072925,54369.20438754615,50134.39897477476,36405.316372043075,12238.950808586435,20009.72366080431,21354.91881796586,53384.10793372223,27659.104911671733,22583.78032343275,51295.058110284735,172294.1503659539,39530.74447786032,40393.45157545177,41515.633235181405,9927.16426362711,66494.68591795389,108641.02662648688,22213.934869849432,14468.081318352517,25251.695255999774,111216.49111627047,45462.28482007262,85135.77823975525,13648.970195536614,34081.51511016196,18234.948548418888,13249.873498053106,11189.074085199973,27858.620366064533,7466.809920080368,4546.791103640495,23312.285208766378,11189.074085199973,29042.563190954803
19,42967.24110370072,61808.46102036386,41482.774024491744,193079.01860577936,48451.12993097996,31506.27700015056,14890.972056013534,46910.37899851752,27790.390662789574,10307.372100273882,14490.656106203369,11139.636449745205,58622.40066933853,99146.39770741158,37420.29954515053,21784.395175210037,49150.984356835994,226797.24509280673,51298.520700727095,137575.36195145696,30569.5488741045,40888.801901792256,41119.80848978803,20371.76221344453,212986.80462363936,128159.81145048692,121177.03750906813,37988.030628523484,9363.191449129308,13136.475872653064,45082.602212052196,135601.55266845235,190957.81459067942,12850.903360941491,209558.04011979257,59215.06792912737,24342.953696214423,30971.47430528514,14119.101001344206,22792.094124347703,85010.69543647335,8917.3225166199,39006.17548830215,14852.850938558951,136340.79694025058,46651.49929094625,31565.285245308598,5644.083637320242,34007.98034951771,38930.41506690487,46723.46775136421,178088.90199729323,55907.23767897561,51691.60222262177,37862.77217624695,11994.171792414705,21500.788162833203,22821.007911421773,54750.74941460634,29159.752736983843,22132.104716964095,53021.10677713831,181928.81821737334,40912.47103518096,42039.3216772686,42834.50052896522,9728.620978354567,67513.92491026777,117702.7538346279,23735.600870404905,16013.1769077403,26649.475550728817,121025.58159939594,47218.04389114291,94661.71916823734,13375.990791625882,35294.39317436935,17870.249577450508,14849.36900105719,10965.292603495973,29122.227964576286,7317.473721678761,4455.855281567685,22846.039504591048,10965.292603495973,30727.53914499003
20,44335.81835107517,63017.23402034649,42905.40703156119,202837.8862487286,49732.479735570385,30876.15146014755,16422.96051696027,48384.2551978125,29272.671037238917,10101.224658268406,14200.842984079301,10916.843720750301,67877.98035704273,99767.90530300759,38802.17426646562,23251.029261868007,50541.34113925752,236725.44863934966,52647.13283149718,146602.0344333972,29958.15789662241,42301.718953964126,42360.68395159704,22136.01398411272,222403.69746937632,137008.74259899458,130439.30187278459,39489.226550445885,9175.927620146722,12873.746355200003,46419.21609849804,144016.09795021522,200372.7411198126,12593.885293722662,218444.98666254792,68456.21753373981,25693.573100691417,32494.806924054545,13836.718981317323,24600.92349046905,93785.82153937704,8738.976066287503,40180.95142826973,14555.793919787771,144794.51106530812,48120.803101417725,32892.95522790334,5531.201964573837,35567.83422221149,39954.63504088469,47901.99035541202,185679.21302776888,57361.4535892424,53152.68032465961,39184.665703612445,11754.288356566412,23003.68884604707,24181.957701457446,56053.95036955914,30647.259105173038,21689.462622624815,54695.94337565386,191324.12788548437,42196.30928839327,43710.42756326966,44006.084987165195,9534.048558787475,68504.74611993236,126115.49065360628,25351.58758967979,17599.754410925263,27952.51470926691,130497.26635704905,48873.19260379071,103710.36240829519,13108.470975793363,36547.904042195296,19324.51699510731,16379.939319610821,10745.986751426053,30314.713720256823,7171.124247245186,4366.738175936332,22389.11871449923,10745.986751426053,32324.072744528436
21,45641.96462586159,64192.29237926712,44346.001017463735,212830.523395053,50877.5591231472,31992.938773415164,17934.299893563526,49686.37441041365,30591.856584648067,9899.200165103039,13916.826124397718,10698.506846335296,69157.95826137331,100206.3029002619,40214.635296271335,24772.08730383503,51842.49620673095,246169.73180506326,54086.15251914426,155212.60998238946,29358.994738689966,43694.80181135891,43498.733082450846,23689.853699736163,231744.14076367283,145452.45261619712,139755.36504344415,40958.24172886411,8992.409067743789,12616.271428096004,47841.63094556857,151898.89736742812,209646.3133005493,12342.00758784821,227167.55451552218,69884.363313001,26990.10573680834,34010.90840550475,13559.984601690978,26085.33316048947,102209.4521261306,8564.196544961753,41334.07327495929,14264.678041392019,153271.32769852024,49434.61837225153,34141.970711434114,5420.57792528236,36984.43940565008,40998.059887702286,48901.131540738126,193070.4591810536,58800.77363382195,54347.500417785326,40464.79278034312,11519.202589435085,24396.999071002956,23698.318547428302,57296.25848575434,32053.328765020968,21255.67337017232,56257.33841764627,200201.12901387634,43430.23216119324,45214.12446165581,45188.84834816313,9343.367587611727,69428.92889788,134141.98481911965,26840.898880450226,19093.631598035514,29193.14474771616,140074.66669094368,50377.57086423072,112119.59841145675,12846.301556277498,37730.23655628591,20674.08396033452,17917.201017265597,10531.067016397534,31447.85131744812,7027.701762300282,4279.403412417605,21941.336340209247,10531.067016397534,33848.4397807022
22,46902.71214505251,65307.50890414244,45557.33626610541,222271.88310235174,51880.1599627847,33213.91901132176,17575.613895692255,50929.29423065052,31840.720220224317,9701.216161800978,13638.489601909763,10484.53670940859,78388.77364174098,100043.09171209001,41516.48304763166,26145.766412371286,53083.46938704663,254610.47717112515,55539.21739454209,163655.36695251055,28771.814843916167,44845.37243037156,44573.194837437564,25339.585257817624,241156.3377488722,153422.4807531184,147377.93584737473,42422.83597740915,8812.560886388912,12363.945999534084,49304.43643122381,159176.025553317,218655.11305791125,12095.167436091246,235957.88263735326,71140.63131659414,28244.05540730401,35478.694378154694,13288.784909657157,27290.28041414314,110305.17353583344,8392.912614062518,42388.427518288234,13979.384480564177,161439.96932280526,50768.30341098832,35317.39577185325,5312.166366776713,38178.918499485124,42006.50572373834,49879.33492420467,200405.0427486137,60210.32562108506,55167.31275706573,41786.92079198644,11288.818537646383,25712.023984116826,23224.352176479733,58492.18184564603,33301.24965666708,20830.559902768873,57682.71794354349,208748.2313303252,44623.24621055731,46532.17369479363,46253.04690332089,9156.500235859494,70305.71143281381,142286.3505544898,28226.708979841755,20518.354301947304,30311.783017156977,149148.44194484444,51738.908130731535,120051.20406168654,12589.375525151949,38801.18701375402,20260.602281127827,17558.856996920287,10320.445676069583,32510.32438690103,6887.147727054276,4193.815344169253,21502.509613405062,10320.445676069583,35157.47551952883
23,48114.60519648833,66407.5669353923,46513.250734294124,230899.6060745409,52910.338634948435,34527.09496538912,18985.418203602283,52253.474022233524,32901.239866539814,9507.191838564957,13365.719809871567,10274.845975220418,86865.4633644437,100270.4138721908,42714.0616186597,27598.96683526381,54265.90577600998,262689.39881588425,56913.1504737096,171652.70847654008,28196.37854703784,46083.8256653866,45598.78734610751,26775.083751620514,249331.3357563911,161323.9927416365,154190.64684449462,43787.23268430566,8636.309668661133,12116.667079543402,50701.432179417614,165921.68690518668,227425.81858863382,11853.264087369418,244238.2782576407,72304.8824564938,29421.44328382511,36862.04448341321,13023.009211464014,28436.59559581422,118215.80461913826,8225.054361781267,43462.064733655316,13699.796790952892,168912.0913340028,51871.430458400086,36531.0624546795,5205.923039441179,39220.98654036418,42903.499405088616,50800.996566934395,207579.02859705783,61476.93843003082,56010.584373342135,43027.3703495436,11063.042166893454,26949.516372863072,22759.865132950137,59605.51052862748,34467.278543110755,20413.948704713493,59068.17822724927,216825.1345857366,45756.21361425126,47703.31858999951,47266.46776447474,8973.370231142302,71120.1276652188,150280.05587157753,29508.191969469644,21800.657285822745,31340.496364747592,157711.93934944153,52936.87307890415,120297.0021258108,12337.588014648909,39789.84306663325,19855.39023550527,18861.383665969413,10114.03676254819,31860.117899163008,6749.40477251319,4109.939037285868,21072.45942113696,10114.03676254819,36470.08281428295
24,49276.28335965502,67431.19075175711,47350.50158510165,239163.28323121957,54064.39212467215,35750.702991487815,18605.709839530235,53623.091511728046,33906.60235187313,9317.048001793657,14743.46022626242,10069.349055716008,95750.55416223273,100534.03562549749,43803.37111461067,28885.137053269485,55392.91929725657,270432.7904628428,58134.014672820034,179648.79080622742,27632.45097609708,47104.96551529918,46587.7464063877,28332.205302687908,256486.08682559538,168937.731892802,153636.49176524708,45044.158398830055,8463.58347528791,11874.333737952531,52048.26435206052,172168.40528025827,235761.56219909873,11616.198805622029,252185.3617597314,73420.50568872184,30561.8176395648,38150.73071767581,12762.549027234732,29680.67305209018,126250.09488871433,8060.55327454564,44362.304418287844,13425.800855133833,175987.07290460315,52872.60812162507,37704.67733384281,5101.804578652354,40158.58965664556,43735.90745262239,51772.71351114237,214432.57112995005,62459.192483966995,56617.350409694634,44201.48728024375,10841.781323555584,28103.918668011567,22304.66783029113,60638.83964651352,35559.13727589118,21665.28453098011,60494.689563198284,224990.87818282793,46690.48015510155,48956.46342230263,48322.46475843157,8793.902826519456,71897.41574002252,158114.48965226786,30899.494412099593,23044.950012993537,30713.686437452634,165381.45934694912,54108.370588649006,127981.28479715022,12090.836254355929,40708.054386858756,19458.28243079516,20141.497150513685,9911.756027297224,31222.915541179744,6614.416677062926,4027.74025654015,20651.010232714216,11517.29551672679,37700.49369224956
25,50379.37690170923,68370.23425022906,48217.58852066897,247016.73792594208,55260.448332083164,36778.446054938366,19833.320688440093,54887.341339473955,33228.47030483567,9130.707041757783,14448.591021737173,9867.962074601688,103585.18246187817,101070.81161532368,44941.45309057297,30253.789746061113,56453.14582804303,278702.38088594837,59198.94215433318,187411.37158842615,27079.801956575142,47962.337583667635,47520.35946883761,29546.150729064564,262904.41220123577,176428.64256723342,153105.66131796865,46175.091699954646,8294.311805782152,11636.847063193482,53427.314696675494,178106.70696090037,243889.43726600512,11383.87482950959,260223.56846056695,74427.66168305432,31668.68135135013,39384.95273428511,12507.298046690039,31061.49432292317,133744.90856144478,7899.342209054728,45185.36885509618,13157.284838031157,182634.35169061608,53837.20611488829,38826.21068139807,4999.768487079308,41173.22558118139,44568.579728635224,52806.32239433583,221204.3183540278,63232.478449468406,57177.44157084371,45218.80823537511,10624.945697084473,29225.596286058215,21858.574473685312,61522.23684321221,36568.93703882512,22861.558170423443,68840.07175055999,232591.82582850504,47530.86147424131,50133.09194136636,49450.504369755494,8618.024769989066,72627.2722553061,165276.97271615278,32185.326655336623,24225.036097165674,30099.412708703585,172897.8323168024,55344.28456951914,135404.63315879295,11849.019529268811,41622.465684836294,20668.20076325551,21507.853376648294,9713.52090675128,30598.45723035615,6482.128343521668,3947.185451409347,20237.990028059932,12898.820504794729,38964.454282776336
26,51399.970248960104,69251.7396568597,49044.29907313755,254883.96249352043,56399.88477011177,37665.64471226398,19436.65427467129,56043.76861475437,32563.900898738957,8948.09290092263,14159.619201302428,9670.602833109655,111321.79307361336,101347.33951091011,46026.33333142498,31502.435694915537,57437.663284248294,286744.99252027593,60257.38595700899,195094.55481367424,26538.205917443636,47003.09083199428,48315.34187270037,30686.77894226534,269372.9856917522,183425.54747926933,159902.71030812222,47325.883693776996,9800.54931101625,11404.110121929612,61586.50215820208,183738.6097321023,251385.77900864775,11156.197332919397,268350.89738028665,75423.56419902566,32657.306757264538,40600.17489813684,12257.152085756237,32187.93581360206,140646.30574859053,7741.355364873634,46000.61096085002,12894.139141270534,189078.10759426918,54826.227223977374,39825.0606854283,4899.7731173377215,42237.6620760122,45484.62011763199,53866.625016724785,227765.4691697326,63922.33169146549,57692.482145382935,46165.31447757261,10412.446783142783,30317.125980997203,22989.963838827807,62329.66803907353,37570.78348177195,24024.675083966304,76999.29567612954,240062.15208144582,48314.20203219199,51280.322236247106,50548.19879436512,8445.664274589286,73271.20942515145,172289.53785962184,33466.43361399887,25396.16438622731,29497.424454529515,179706.08499654502,56532.850465376614,142131.27340699363,11612.039138683434,42531.06915680338,21901.7405640003,22797.91496836411,9519.250488616255,29986.488085749028,6352.485776651235,3868.2417423811603,19833.230227498734,14213.977534881053,40072.00836354061
27,52346.78864700426,70111.96330218512,50038.486248819274,262955.77185911324,57296.61973346336,38575.30864312021,20572.368058757682,57145.93437569409,31912.62288076417,8769.131042904175,13876.426817276379,9477.19077644746,111493.28521172167,108398.54966893453,47071.480529408116,32645.17417319252,58366.52991607556,294267.5585965091,61263.065332483166,202370.56109872388,26007.441799094762,46063.02901535439,49050.050607774574,31714.880535254815,276025.011883478,189998.2281187454,165914.1322070501,48387.84426456818,11266.601433006857,11176.027919491018,69518.41400248733,182528.22686684443,258352.80044694338,10933.073386261009,276091.1482182365,76347.77259332352,32004.16062211924,41821.51428096961,12012.009044041111,33053.202856469936,147007.57121450547,7586.52825757616,46904.71268113337,12636.256358445122,194982.6582973411,55729.432588394026,40907.38696116221,4801.777654990967,43243.05193090097,46484.95027417612,54827.619531185526,234258.85310054314,64559.297693678935,58164.05012031225,46997.72980752111,10204.197847479927,31434.59009203932,24093.30280275572,63080.19319444651,38482.58798967865,25088.884524288576,84594.09307432541,247154.56720455727,49083.462659026554,52245.25086526823,51453.029337663946,8276.750989097498,73884.04240502628,178348.7157675724,34353.021529598,26524.06948262529,28907.47596543892,186775.74814855802,57520.58204394577,141718.8248648157,12929.891212171915,43428.0069323073,23114.6902345993,24051.72781081695,9328.865478843929,29386.758324034043,6225.436061118209,3790.8769075335367,19436.565622948758,13929.697984183429,41028.10831229268
