Year,All Majors,Accounting and Actuarial Science,Advertising and Public Relations,Aerospace Engineering,Agricultural Economics,Animal Sciences,Anthropology and Archeology,Architecture,Area, Ethnic, and Civilization Studies,Art and Music Education,Art History and Criticism,Associates Degree,Biochemistry and Molecular Biology,Biological, Biomedical, and Environmental Engineering,Biology,Botany, Ecology, and Zoology,Business Management and Administration,Chemical Engineering,Chemistry,Civil Engineering,Commercial Art and Graphic Design,Communication Technologies,Communications,Composition and Speech,Computer Engineering,Computer Science,Construction Services,Criminology and Criminal Justice,Drama and Theater Arts,Early Childhood Education,Earth and Other Physical Sciences,Economics,Electrical Engineering,Elementary Education,Energy and Extraction Engineering,Engineering Technologies,English Language and Literature,Environment and Natural Resources,Family and Consumer Sciences,Film, Video and Photographic Arts,Finance,Fine and Studio Arts,General Agriculture,General Education,General Engineering,Geography,Health and Medical Administration,High School Degree or GED,History,Hospitality Management,Human Resources and Personnel Management,Industrial and Manufacturing Engineering,International Business and Business Economics,International Relations,Journalism,Language and Drama Education,Liberal Arts,Linguistics and Foreign Languages,Marketing and Marketing Research,Mass Media,Math and Science Teacher Education,Mathematics and Statistics,Mechanical Engineering,Medical Technologies and Assistance,Microbiology, Physiology, Genetics, and Neuroscience,Multidisciplinary Science,Music,Nursing,Operations and Logistics,Philosophy and Religious Studies,Physical and Health Education Teaching,Physical Fitness, Nutrition, and Sports Studies,Physics,Political Science and Government,Production and Transportation Technologies,Psychology,Public Administration and Policy,Secondary Teacher Education,Social Science or History Teacher Education,Social Work,Sociology,Some College, No Degree,Some High School,Special Needs Education,Theology and Religious Vocations,Treatment Therapy Professions
0,23547.139,33536.3262,21816.6463,32192.4955,23998.3099,26827.0813,16352.177,22846.6257,12876.9982,15130.4734,21271.2304,16352.177,23547.139,28401.0861,20960.2116,15807.1113,27900.1662,43605.8122,29452.4689,32192.4955,23343.8067,22907.4781,21802.9061,12876.9982,42923.3342,34884.6477,34338.6653,20960.2116,13744.4848,19283.3922,23438.1238,34660.5918,49791.0652,18864.1925,45786.1059,26827.0813,19388.1947,15262.0353,20725.8145,16362.477,34884.6477,13089.9816,23607.8369,21802.9061,42923.3342,29452.4689,17442.329,8285.10473,16954.7167,29344.2983,29433.9289,52326.9767,31440.3174,22893.0478,22637.031,17606.5728,15091.354,17442.329,31440.3174,17878.3795,32488.3218,27253.6352,44695.9539,23178.605,20960.2116,25089.1417,14280.9088,41920.4129,41920.4129,15667.021,12726.5667,14180.8134,31440.3174,21461.6671,22008.216,19634.9827,21802.9061,20943.9788,16352.177,16096.2529,20960.2116,10741.5198,6540.87183,33536.3262,16096.2529,14835.3166
1,25383.815842,36152.1596436,23518.344711400005,34703.510149,25870.1780722,28919.593641400003,17627.646806,24628.6625046,13881.404059600001,16310.650325200004,22930.386371200002,17627.646806,25383.815842,30616.370815800004,22595.108104799998,17040.0659814,30076.379163600002,47007.065551600004,31749.7614742,34703.510149,25164.623622600004,24694.2613918,23503.532775800002,13881.404059600001,46271.3542676,37605.65022060001,37017.08119340001,22595.108104799998,14816.5546144,20787.4967916,25266.297456400003,37364.117960400006,53674.768285599996,20335.599515,49357.4221602,28919.593641400003,20900.4738866,16452.4740534,22342.428031000003,17638.750206,37605.65022060001,14111.0001648,25449.2481782,23503.532775800002,46271.3542676,31749.7614742,18802.830662000004,8931.34289894,18277.184602600002,31633.1535674,31729.775354200003,56408.4808826,33892.66215720001,24678.7055284,24402.719418,18979.885478400003,16268.479612000001,18802.830662000004,33892.66215720001,19272.893101,35022.410900400006,29379.418745600004,48182.2383042,24986.536190000003,22595.108104799998,27046.0947526,15394.8196864,45190.2051062,45190.2051062,16889.048638000004,13719.2389026,15286.9168452,33892.66215720001,23135.6771338,23724.856848000003,21166.5113506,23503.532775800002,22577.609146400002,17627.646806,17351.7606262,22595.108104799998,11579.3583444,7051.05983274,36152.1596436,17351.7606262,15992.4712948
2,27363.753477676,38972.02809580081,25352.775598889202,37410.38394062201,27888.051961831603,31175.321945429205,19002.603256868,26549.698179958803,14964.153576248802,17582.881050565604,24718.956508153602,19002.603256868,27363.753477676,33004.447739432406,24357.526536974397,18369.1911279492,32422.336738360802,50673.6166646248,34226.2428691876,37410.38394062201,27127.464265162802,26620.413780360403,25336.8083323124,14964.153576248802,49880.5199004728,40538.890937806806,39904.4135264852,24357.526536974397,15972.245874323202,22408.9215413448,27237.068657999203,40278.519161311204,57861.400211876804,21921.776277170004,53207.30108869561,31175.321945429205,22530.710849754803,17735.767029565202,24085.137417418002,19014.572722068002,40538.890937806806,15211.6581776544,27434.2895360996,25336.8083323124,49880.5199004728,34226.2428691876,20269.451453636004,9627.98764505732,19702.805001602806,34100.5395456572,34204.6978318276,60808.3423914428,36536.28980546161,26603.644559615204,26306.131532604,20460.316545715203,17537.421021736,20269.451453636004,36536.28980546161,20776.178762878,37754.1589506312,31671.013407756804,51940.452891927605,26935.48601282,24357.526536974397,29155.690143302803,16595.6156219392,48715.04110448361,48715.04110448361,18206.394431764005,14789.339537002801,16479.296359125598,36536.28980546161,24940.2599502364,25575.395682144,22817.4992359468,25336.8083323124,24338.6626598192,19002.603256868,18705.197955043597,24357.526536974397,12482.548295263201,7601.042499693721,38972.02809580081,18705.197955043597,17239.884055794402
3,29498.126248934732,42011.84628727327,27330.292095602563,40328.393887990525,30063.32001485447,33606.99705717268,20484.806310903703,28620.574637995593,16131.35755519621,18954.345772509725,26647.035115789586,20484.806310903703,29498.126248934732,35578.794663108136,26257.413606858405,19801.988035929237,34951.27900395294,54626.158764465545,36895.889812984235,40328.393887990525,29243.406477845503,28696.806055228513,27313.079382232772,16131.35755519621,53771.20045270968,43700.92443095575,43016.95778155106,26257.413606858405,17218.081052520414,24156.8174215697,29361.560013323142,43420.243655893486,62374.589428403204,23631.674826789265,57357.47057361387,33606.99705717268,24288.10629603568,19119.156857871287,25963.77813597661,20497.70939438931,43700.92443095575,16398.167515511446,29574.16411991537,27313.079382232772,53771.20045270968,36895.889812984235,21850.468667019613,10378.970681371791,21239.623791727823,36760.381630218464,36872.66426271016,65551.39309797535,39386.12041028762,28678.728835265192,28358.009792147113,22056.22123628099,18905.33986143141,21850.468667019613,39386.12041028762,22396.720706382483,40698.983348780435,34141.35245356184,55991.80821749796,29036.45392181996,26257.413606858405,31429.833974480425,17890.07364045046,52514.81431063333,52514.81431063333,19626.4931974416,15942.90802088902,17764.681475137397,39386.12041028762,26885.60022635484,27570.276545351237,24597.26417635065,27313.079382232772,26237.0783472851,20484.806310903703,20164.203395537003,26257.413606858405,13456.187062293731,8193.923814669832,42011.84628727327,20164.203395537003,18584.59501214637
4,31798.980096351643,45288.770297680596,29462.054879059568,43474.00861125379,32408.258976013123,36228.34282763216,22082.621203154195,30852.97945975925,17389.603444501518,20432.784742765485,28725.503854821178,22082.621203154195,31798.980096351643,38353.94064683058,28305.491868193363,21346.54310273172,37677.47876626128,58886.99914809387,39773.76921839701,43474.00861125379,31524.39218311746,30935.156927536344,29443.499574046935,17389.603444501518,57965.35408802104,47109.5965365703,46372.28048851205,28305.491868193363,18561.091374617008,26041.049180452137,31651.761694362354,46807.02266105319,67239.80740381866,25474.945463278833,61831.35327835576,36228.34282763216,26182.578587126467,20610.45109278525,27988.952830582784,22096.53072715168,47109.5965365703,17677.224581721344,31880.948921268777,29443.499574046935,57965.35408802104,39773.76921839701,23554.805223047148,11188.530394518793,22896.314447482597,39627.691397375514,39748.73207520156,70664.40175961744,42458.23780229006,30915.66968441588,30569.934555934593,23776.60649271091,20379.956370623066,23554.805223047148,42458.23780229006,24143.66492148032,43873.50404998532,36804.37794493967,60359.1692584628,31301.297327721924,28305.491868193363,33881.36102448991,19285.4993844056,56610.96982686274,56610.96982686274,21157.359666842047,17186.454846518365,19150.326630198117,42458.23780229006,28982.67704401052,29720.758115888635,26515.85078210601,29443.499574046935,28283.570458373346,22082.621203154195,21737.011260388892,28305.491868193363,14505.769653152645,8833.04987221408,45288.770297680596,21737.011260388892,20034.19342309379
5,34279.300543867066,48821.29438089968,31760.095159626213,46864.981282931585,34936.10317614215,39054.15356818747,23805.06565700022,33259.51185762047,18745.992513172638,22026.541952701195,30966.093155497227,23805.06565700022,34279.300543867066,41345.54801728336,30513.320233912447,23011.573464744797,40616.322110029665,63480.185081645184,42876.123217431974,46864.981282931585,33983.29477340062,33348.09916788418,31740.092540822592,18745.992513172638,62486.65170688669,50784.14506642278,49989.31836661598,30513.320233912447,20008.856501837134,28072.251016527407,34120.59910652262,50457.970428615336,72484.51238131653,27461.991209414584,66654.19883406752,39054.15356818747,28224.81971692233,22218.0662780225,30172.091151368244,23820.06012386951,50784.14506642278,19056.048099095606,34367.662937127745,31740.092540822592,62486.65170688669,42876.123217431974,25392.080030444824,12061.235765291258,24682.226974386238,42718.6513263708,42849.133177067284,76176.2250968676,45769.98035086868,33327.09191980032,32954.389451297495,25631.18179914236,21969.592967531662,25392.080030444824,45769.98035086868,26026.870785355786,47295.63736588418,39675.11942464496,65067.1844606229,33742.79851928424,30513.320233912447,36524.10718440012,20789.76833638924,61026.62547335803,61026.62547335803,22807.63372085573,18526.9983245468,20644.052107353567,45769.98035086868,31243.325853443344,32038.977248927953,28584.087143110275,31740.092540822592,30489.68895412646,23805.06565700022,23432.498138699226,30513.320233912447,15637.219686098551,9522.027762246778,48821.29438089968,23432.498138699226,21596.860510095106
6,36953.0859862887,52629.35534260986,34237.38258207706,50520.44982300025,37661.119223881244,42100.37754650609,25661.860778246242,35853.75378251487,20208.179929200105,23744.612225011886,33381.44842162601,25661.860778246242,36953.0859862887,44570.50076263147,32893.35921215762,24806.476194994895,43784.395234611984,68431.63951801352,46220.460828391675,50520.44982300025,36633.99176572588,35949.25090297915,34215.81975900676,20208.179929200105,67360.61054002386,54745.30838160376,53888.48519921204,32893.35921215762,21569.547308980433,30261.886595816544,36782.005836831384,54393.69212204734,78138.30434705922,29604.026523748922,71853.22634312478,42100.37754650609,30426.355654842275,23951.07544770826,32525.514261174965,25678.024813531334,54745.30838160376,20542.419850825067,37048.34064622371,34215.81975900676,67360.61054002386,46220.460828391675,27372.66227281952,13002.012154983977,26607.440678388368,46050.706129827726,46191.365564878535,82117.97065442328,49340.03881823645,35926.60508954475,35524.831828498696,27630.413979475466,23683.221218999137,27372.66227281952,49340.03881823645,28056.96670661354,50984.697080423146,42769.778739767266,70142.4248485515,36374.73680378841,32893.35921215762,39372.98754478333,22411.3702666276,65786.70226027996,65786.70226027996,24586.629151082478,19972.104193861447,22254.288171727152,49340.03881823645,33680.30527001193,34538.017474344335,30813.645940272876,34215.81975900676,32867.88469254832,25661.860778246242,25260.232993517766,32893.35921215762,16856.92282161424,10264.745927702028,52629.35534260986,25260.232993517766,23281.415629882526
7,39835.426693219226,56734.445059333426,36907.89842347907,54461.04490919427,40598.68652334398,45384.206995133565,27663.48591894945,38650.346577551034,21784.417963677715,25596.69197856282,35985.20139851284,27663.48591894945,39835.426693219226,48046.999822116726,35459.041230705916,26741.3813382045,47199.57806291172,73769.30740041858,49825.65677300623,54461.04490919427,39491.4431234525,38753.29247341152,36884.65370020929,21784.417963677715,72614.73816214572,59015.44243536887,58091.787044750585,35459.041230705916,23251.97199908091,32622.313750290235,39651.00229210423,58636.40010756703,84233.09208612985,31913.14059260134,77457.77799788854,45384.206995133565,32799.61139591998,25819.259332629506,35062.50437354662,27680.91074898678,59015.44243536887,22144.72859918942,39938.111216629164,36884.65370020929,72614.73816214572,49825.65677300623,29507.729930099445,14016.16910307273,28682.821051302664,49642.66120795429,49794.29207893906,88523.1723654683,53188.561846058896,38728.88028652924,38295.7687111216,29785.586269874555,25530.51247408107,29507.729930099445,53188.561846058896,30245.410109729397,54961.50345269616,46105.82148146912,75613.53398673852,39211.96627448391,35459.041230705916,42444.08057327644,24159.457147424553,70918.0650365818,70918.0650365818,26504.386224866914,21529.928320982646,23990.122649121873,53188.561846058896,36307.36908107286,37231.9828373432,33217.110323614164,36884.65370020929,35431.579698567104,27663.48591894945,27230.531167012155,35459.041230705916,18171.762801700155,11065.396110062788,56734.445059333426,27230.531167012155,25097.366049013366
8,42942.58997529033,61159.73177396144,39786.71450051044,58709.006412111434,43765.384072164816,48924.175140753985,29821.23782062751,41665.07361060001,23483.60256484458,27593.23395289072,38792.047107596845,29821.23782062751,42942.58997529033,51794.665808241836,38224.846446700976,28827.20908258445,50881.14515181884,79523.31337765123,53712.05800130071,58709.006412111434,42571.7756870818,41776.04928633762,39761.65668882561,23483.60256484458,78278.6877387931,63618.646945327644,62622.94643424113,38224.846446700976,25065.62581500922,35166.85422281287,42743.78047088836,63210.03931595726,90803.27326884799,34402.36555882425,83499.48468172384,48924.175140753985,35357.98108480174,27833.16156057461,37797.37971468325,29840.021787407746,63618.646945327644,23872.017429926196,43053.28389152624,39761.65668882561,78278.6877387931,53712.05800130071,31809.332864647204,15109.430293112402,30920.08109330427,53514.78878217473,53678.24686109631,95427.97980997484,57337.269670051486,41749.73294887852,41282.83867058909,32108.86199892477,27521.892447059396,31809.332864647204,57337.269670051486,32604.55209828829,59248.50072200646,49702.07555702371,81511.38963770412,42270.49964389366,38224.846446700976,45754.718857992004,26043.89480492367,76449.67410943517,76449.67410943517,28571.72835040653,23209.262730019294,25861.35221575338,57337.269670051486,39139.34386939655,40136.07749865597,35808.04492885607,39761.65668882561,38195.242915055336,29821.23782062751,29354.512598039106,38224.846446700976,19589.16030023277,11928.497006647685,61159.73177396144,29354.512598039106,27054.96060083641
9,46292.111993362974,65930.19085233043,42890.07823155026,63288.308912256136,47179.084029793674,52740.2608017328,32147.294370636457,44914.94935222682,25315.323564902457,29745.5062012162,41817.8267819894,32147.294370636457,46292.111993362974,55834.64974128471,41206.38446954366,31075.73139102604,54849.87447366071,85726.13182110802,57901.59852540218,63288.308912256136,45892.37419067418,45034.58113067196,42863.06591055401,25315.323564902457,84384.42538241897,68580.9014070632,67507.53625611195,41206.38446954366,27020.74462857994,37909.86885219228,46077.79534761766,68140.42238260193,97885.92858381814,37085.75007241254,90012.44448689831,52740.2608017328,38115.90360941627,30004.148162299432,40745.57533242855,32167.54348682555,68580.9014070632,25734.034789460442,46411.44003506529,42863.06591055401,84384.42538241897,57901.59852540218,34290.460828089694,16287.96585597517,33331.84741858201,57688.94230718436,57865.15011626183,102871.36223515289,61809.57670431551,45006.21211889104,44502.90008689504,34613.353234840906,29668.60005793003,34290.460828089694,61809.57670431551,35147.70716195478,63869.88377832297,53578.83745047156,87869.27802944505,45567.59861611737,41206.38446954366,49323.586928915385,28075.318599707723,82412.74868997114,82412.74868997114,30800.32316173824,25019.5852229608,27878.537688582146,61809.57670431551,42192.21269120948,43266.69154355114,38601.07243330685,42863.06591055401,41174.47186242966,32147.294370636457,31644.16458068616,41206.38446954366,21117.114803650926,12858.919773166206,65930.19085233043,31644.16458068616,29165.24752770165
10,49902.89672884529,71072.74573881221,46235.504333611185,68224.79700741213,50859.052584117584,56854.00114426797,34654.7833315461,48418.315401700514,27289.91880296485,32065.655684911068,45079.617270984585,34654.7833315461,49902.89672884529,60189.75242110492,44420.482458168066,33499.638439526076,59128.16468260626,92412.77010315446,62417.92321038355,68224.79700741213,49471.97937754677,48547.27845886438,46206.38505157723,27289.91880296485,90966.41056224765,73930.21171681414,72773.12408408869,44420.482458168066,29128.36270960918,40866.83862266328,49671.86338473185,73455.37532844489,105521.03101335597,39978.438578060726,97033.41515687639,56854.00114426797,41088.94409095075,32344.471718958794,43923.73020835798,34676.61187879795,73930.21171681414,27741.28950303836,50031.53235780039,46206.38505157723,90966.41056224765,62417.92321038355,36965.11677268069,17558.427192741234,35931.731517231405,62188.67980714475,62378.63182533025,110895.32848949482,66630.72368725212,48516.69666416455,47974.12629367286,37313.1947871585,31982.750862448578,36965.11677268069,66630.72368725212,37889.22832058726,68851.73471303217,57757.98677160835,94723.08171574176,49121.87130817453,44420.482458168066,53170.82670937079,30265.193450484927,88840.94308778888,88840.94308778888,33202.74836835382,26971.112870351746,30053.06362829156,66630.72368725212,45483.205281123825,46641.493483948136,41611.956083104786,46206.38505157723,44386.08066769918,34654.7833315461,34112.40941797969,44420.482458168066,22764.249758335704,13861.915515473172,71072.74573881221,34112.40941797969,31440.13683486238
11,53795.32267369521,76616.41990643957,49841.87367163286,73546.33117399026,54826.05868567876,61288.61323352087,37357.856431406704,52194.944003033146,29418.532469596106,34566.77682833413,48595.82741812138,37357.856431406704,53795.32267369521,64884.5531099511,47885.28008990517,36112.6102378091,63740.16152784954,99620.9661712005,67286.52122079347,73546.33117399026,53330.79376899542,52333.96617865579,49810.48308560025,29418.532469596106,98061.79058610296,79696.76823072563,78449.4277626476,47885.28008990517,31400.375000958695,44054.452035231014,53546.26872874093,79184.8946040636,113751.67143239772,43096.756787149454,104602.02153911276,61288.61323352087,44293.8817300449,34867.340513037576,47349.7811646099,37381.387605344185,79696.76823072563,29905.11008427535,53933.99188170881,49810.48308560025,98061.79058610296,67286.52122079347,39848.39588094978,18927.98451377505,38734.40657557545,67039.39683210204,67244.16510770601,119545.1641116754,71827.92013485778,52300.99900396938,51716.10814457934,40223.62398055686,34477.40542971956,39848.39588094978,71827.92013485778,40844.58812959306,74222.17002064867,62263.10973979379,102111.48208956962,52953.37727021214,47885.28008990517,57318.15119270171,32625.878539622747,95770.53664863642,95770.53664863642,35792.56274108542,29074.859674239182,32397.2025912983,71827.92013485778,49030.89529305148,50279.52997569609,44857.68865758696,49810.48308560025,47848.19495977971,37357.856431406704,36773.177352582105,47885.28008990517,24539.861239485886,14943.144925680077,76616.41990643957,36773.177352582105,33892.467507981644
12,57991.357842243444,82592.50065914186,53729.539818020225,79282.9450055615,59102.491263161704,66069.1250657355,40271.769233056424,56266.14963526974,31713.178002224606,37262.98542094419,52386.30195673485,40271.769233056424,57991.357842243444,69945.54825252728,51620.33193691778,38929.39383635822,68711.8941270218,107391.40153255415,72534.86987601536,79282.9450055615,57490.595682977066,56416.015540590946,53695.70076627708,31713.178002224606,105710.610251819,85913.11615272223,84568.48312813412,51620.33193691778,33849.604251033474,47490.69929397904,57722.877689582725,85361.31638318056,122624.30180412476,46458.303816547115,112760.97921916355,66069.1250657355,47748.80450498841,37586.99307305451,51043.064095449474,40297.13583856104,85913.11615272223,32237.70867084883,58140.84324848211,53695.70076627708,105710.610251819,72534.86987601536,42956.57075966387,20404.367305849504,41755.69028847034,72268.46978500599,72489.20998610709,128869.68691238611,77430.49790537669,56380.47692627899,55749.96457985653,43361.0666510403,37166.64305323769,42956.57075966387,77430.49790537669,44030.466003701324,80011.49928225928,67119.63229949771,110076.17769255606,57083.7406972887,51620.33193691778,61788.966985732455,35170.69706571332,103240.63850723006,103240.63850723006,38584.382634890084,31342.69872882984,34924.18439341957,77430.49790537669,52855.3051259095,54201.33331380038,48356.588372878745,53695.70076627708,51580.35416664254,40271.769233056424,39641.48518608351,51620.33193691778,26453.970416165786,16108.710229883125,82592.50065914186,39641.48518608351,36536.07997360422
13,62514.683753938436,89034.71571055493,57920.443923825806,85467.0147159953,63712.48558168832,71222.51682086287,43412.96723323483,60654.90930682079,34186.80588639813,40169.49828377784,56472.43350936018,43412.96723323483,62514.683753938436,75401.30101622442,55646.71782799737,41965.88655559416,74071.42186892951,115767.9308520934,78192.58972634457,85467.0147159953,61974.862146249274,60816.46475275704,57883.9654260467,34186.80588639813,113956.03785146087,92614.33921263457,91164.82481212859,55646.71782799737,36489.87338261408,51194.973838909405,62225.26214937017,92019.49906106864,132188.9973448465,50082.05151423779,121556.3355982583,71222.51682086287,51473.21125637751,40518.77853275276,55024.42309489453,43440.3124339688,92614.33921263457,34752.24994717504,62675.82902186372,57883.9654260467,113956.03785146087,78192.58972634457,46307.183278917655,21995.907955705767,45012.634130971026,77905.41042823647,78143.36836502345,138921.52249155223,83470.07674199606,60778.15412652875,60098.46181708534,46743.229849821444,40065.64121139023,46307.183278917655,83470.07674199606,47464.842351990024,86252.39622627551,72354.96361885854,118662.11955257543,61536.272471677206,55646.71782799737,66608.5064106196,37914.01143683896,111293.40831079401,111293.40831079401,41593.964480411516,33787.42922967857,37648.2707761063,83470.07674199606,56978.01892573044,58429.037312276814,52128.40226596328,57883.9654260467,55603.62179164065,43412.96723323483,42733.52103059802,55646.71782799737,28517.380108626716,17365.18962781401,89034.71571055493,42733.52103059802,39385.89421154535
